CompoundName,smiles_std,vDILI-Concern,dili_label
Xenazoic acid,CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1,vMost-DILI-concern,1
Alclofenac,C=CCOc1ccc(CC(=O)O)cc1Cl,vMost-DILI-concern,1
Albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,vMost-DILI-concern,1
Alatrofloxacin mesylate,CC(N)C(=O)NC(C)C(=O)NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC21,vMost-DILI-concern,1
Dronedarone hydrochloride,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,vMost-DILI-concern,1
Cinchophen,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,vMost-DILI-concern,1
Abacavir sulfate,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,vMOST-DILI-concern,1
Saxagliptin hydrochloride,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,vLess-DILI-concern,1
Ulipristal acetate,CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,vLess-DILI-concern,1
Valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,vLess-DILI-concern,1
Mifepristone,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,vLess-DILI-concern,1
Paroxetine hydrochloride,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,vLess-DILI-concern,1
Valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,vLess-DILI-concern,1
Quetiapine fumarate,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,vLess-DILI-concern,1
Vancomycin hydrochloride,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,vLess-DILI-concern,1
Pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,vLess-DILI-concern,1
Varenicline tartrate,c1cnc2cc3c(cc2n1)C1CNCC3C1,vLess-DILI-concern,1
Vemurafenib,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,vLess-DILI-concern,1
Venetoclax,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,vLess-DILI-concern,1
Venlafaxine hydrochloride,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,vLess-DILI-concern,1
Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,vLess-DILI-concern,1
Metoprolol tartrate,COCCc1ccc(OCC(O)CNC(C)C)cc1,vLess-DILI-concern,1
Verapamil hydrochloride,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,vLess-DILI-concern,1
Metoclopramide hydrochloride,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,vLess-DILI-concern,1
Valaciclovir,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,vLess-DILI-concern,1
Quinapril hydrochloride,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,vLess-DILI-concern,1
Saquinavir mesylate,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,vLess-DILI-concern,1
Quinidine gluconate,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,vLess-DILI-concern,1
Trandolapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,vLess-DILI-concern,1
Tranylcypromine sulfate,NC1CC1c1ccccc1,vLess-DILI-concern,1
Mitoxantrone hydrochloride,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,vLess-DILI-concern,1
Trazodone hydrochloride,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,vLess-DILI-concern,1
Mitomycin,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,vLess-DILI-concern,1
Mirtazapine,CN1CCN2c3ncccc3Cc3ccccc3C2C1,vLess-DILI-concern,1
Raloxifene hydrochloride,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,vLess-DILI-concern,1
Triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,vLess-DILI-concern,1
Trifluoperazine hydrochloride,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,vLess-DILI-concern,1
Rabeprazole sodium,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,vLess-DILI-concern,1
Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,vLess-DILI-concern,1
Triptorelin pamoate,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,vLess-DILI-concern,1
Pantoprazole sodium,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,vLess-DILI-concern,1
Vinblastine sulfate,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,vLess-DILI-concern,1
Pyridostigmine bromide,CN(C)C(=O)Oc1ccc[n+](C)c1,vLess-DILI-concern,1
Methyltestosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,vLess-DILI-concern,1
Methylprednisolone,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,vLess-DILI-concern,1
Pentamidine isethionate,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,vLess-DILI-concern,1
Prednisone,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,vLess-DILI-concern,1
Prednisolone,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,vLess-DILI-concern,1
Pravastatin sodium,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,vLess-DILI-concern,1
Methazolamide,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,vLess-DILI-concern,1
Prasugrel hydrochloride,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,vLess-DILI-concern,1
Piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,vLess-DILI-concern,1
Metformin hydrochloride,CN(C)C(=N)N=C(N)N,vLess-DILI-concern,1
Metaxalone,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,vLess-DILI-concern,1
Pioglitazone hydrochloride,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,vLess-DILI-concern,1
Mesalamine,Nc1ccc(O)c(C(=O)O)c1,vLess-DILI-concern,1
Ziprasidone hydrochloride,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,vLess-DILI-concern,1
Perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,vLess-DILI-concern,1
Zoledronic acid,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,vLess-DILI-concern,1
Meropenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,vLess-DILI-concern,1
Pregabalin,CC(C)CC(CN)CC(=O)O,vLess-DILI-concern,1
Procainamide hydrochloride,CCN(CC)CCNC(=O)c1ccc(N)cc1,vLess-DILI-concern,1
Procarbazine hydrochloride,CNNCc1ccc(C(=O)NC(C)C)cc1,vLess-DILI-concern,1
Vortioxetine hydrobromide,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,vLess-DILI-concern,1
Methylphenidate hydrochloride,COC(=O)C(c1ccccc1)C1CCCCN1,vLess-DILI-concern,1
Pyrazinamide,NC(=O)c1cnccn1,vLess-DILI-concern,1
Vincristine sulfate,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,vLess-DILI-concern,1
Vitamin A palmitate,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,vLess-DILI-concern,1
Propoxyphene hydrochloride,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,vLess-DILI-concern,1
Propofol,CC(C)c1cccc(C(C)C)c1O,vLess-DILI-concern,1
Penicillamine,CC(C)(S)C(N)C(=O)O,vLess-DILI-concern,1
Prochlorperazine maleate,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,vLess-DILI-concern,1
Warfarin sodium,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,vLess-DILI-concern,1
Propafenone hydrochloride,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,vLess-DILI-concern,1
Promethazine hydrochloride,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,vLess-DILI-concern,1
Progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,vLess-DILI-concern,1
Penicillin g benzathine,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,vLess-DILI-concern,1
Methoxsalen,COc1c2occc2cc2ccc(=O)oc12,vLess-DILI-concern,1
Trametinib dimethyl sulfoxide,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,vLess-DILI-concern,1
Modafinil,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,vLess-DILI-concern,1
Montelukast sodium,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,vLess-DILI-concern,1
Rivastigmine tartrate,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,vLess-DILI-concern,1
Sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,vLess-DILI-concern,1
Olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,vLess-DILI-concern,1
Olmesartan medoxomil,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,vLess-DILI-concern,1
Olsalazine sodium,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,vLess-DILI-concern,1
Tacrolimus,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,vLess-DILI-concern,1
Nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],vLess-DILI-concern,1
Omeprazole,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,vLess-DILI-concern,1
Tamsulosin hydrochloride,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,vLess-DILI-concern,1
Ondansetron hydrochloride,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,vLess-DILI-concern,1
Rosiglitazone maleate,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,vLess-DILI-concern,1
Telmisartan,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,vLess-DILI-concern,1
Temozolomide,Cn1nnc2c(C(N)=O)ncn2c1=O,vLess-DILI-concern,1
Teniposide,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,vLess-DILI-concern,1
Ropinirole hydrochloride,CCCN(CCC)CCc1cccc2c1CC(=O)N2,vLess-DILI-concern,1
Rizatriptan benzoate,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,vLess-DILI-concern,1
Succimer,O=C(O)C(S)C(S)C(=O)O,vLess-DILI-concern,1
Rosuvastatin calcium,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,vLess-DILI-concern,1
Spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,vLess-DILI-concern,1
Sildenafil citrate,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,vLess-DILI-concern,1
Norfloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,vLess-DILI-concern,1
Semaglutide,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(NC(=O)CCCCCCCCCCCCCCCCC(=O)O)C(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(N)Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C,vLess-DILI-concern,1
Octreotide acetate,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,vLess-DILI-concern,1
Sertraline hydrochloride,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,vLess-DILI-concern,1
Sibutramine hydrochloride,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,vLess-DILI-concern,1
Nizatidine,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,vLess-DILI-concern,1
Simvastatin,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,vLess-DILI-concern,1
Phenobarbital sodium,CCC1(c2ccccc2)C(=O)N=C(O)NC1=O,vLess-DILI-concern,1
Sirolimus,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,vLess-DILI-concern,1
Sitagliptin phosphate,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,vLess-DILI-concern,1
Olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,vLess-DILI-concern,1
Salsalate,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,vLess-DILI-concern,1
Solifenacin succinate,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,vLess-DILI-concern,1
Terbutaline sulfate,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,vLess-DILI-concern,1
Teriparatide acetate,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(N)CO)C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C)C(C)C,vLess-DILI-concern,1
Tramadol hydrochloride,COc1cccc(C2(O)CCCCC2CN(C)C)c1,vLess-DILI-concern,1
Rivaroxaban,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,vLess-DILI-concern,1
Tolmetin sodium,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,vLess-DILI-concern,1
Oxycodone hydrochloride,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,vLess-DILI-concern,1
Repaglinide,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,vLess-DILI-concern,1
Nafcillin sodium,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,vLess-DILI-concern,1
Remifentanil hydrochloride,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,vLess-DILI-concern,1
Tolterodine tartrate,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,vLess-DILI-concern,1
Remdesivir,CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1,vLess-DILI-concern,1
Topiramate,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,vLess-DILI-concern,1
Mycophenolate mofetil,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,vLess-DILI-concern,1
Paclitaxel,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,vLess-DILI-concern,1
Ranitidine hydrochloride,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,vLess-DILI-concern,1
Moxifloxacin hydrochloride,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,vLess-DILI-concern,1
Palbociclib,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,vLess-DILI-concern,1
Ramipril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,vLess-DILI-concern,1
Paliperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,vLess-DILI-concern,1
Oxybutynin chloride,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,vLess-DILI-concern,1
Tolazamide,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,vLess-DILI-concern,1
Oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,vLess-DILI-concern,1
Osimertinib mesylate,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,vLess-DILI-concern,1
Nelfinavir mesylate,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,vLess-DILI-concern,1
Oseltamivir phosphate,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,vLess-DILI-concern,1
Nelarabine,COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,vLess-DILI-concern,1
Thioguanine,Nc1nc(=S)c2[nH]cnc2[nH]1,vLess-DILI-concern,1
Thioridazine hydrochloride,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,vLess-DILI-concern,1
Thiotepa,S=P(N1CC1)(N1CC1)N1CC1,vLess-DILI-concern,1
Risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,vLess-DILI-concern,1
Ribavirin,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,vLess-DILI-concern,1
Tinidazole,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,vLess-DILI-concern,1
Naproxen,COc1ccc2cc(C(C)C(=O)O)ccc2c1,vLess-DILI-concern,1
Rilpivirine hydrochloride,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,vLess-DILI-concern,1
Oxacillin sodium,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,vLess-DILI-concern,1
Rifabutin,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,vLess-DILI-concern,1
Oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,vLess-DILI-concern,1
Phenelzine sulfate,NNCCc1ccccc1,vLess-DILI-concern,1
Zonisamide,NS(=O)(=O)Cc1noc2ccccc12,vLess-DILI-concern,1
Mepivacaine hydrochloride,Cc1cccc(C)c1NC(=O)C1CCCCN1C,vLess-DILI-concern,1
Etoposide,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,vLess-DILI-concern,1
Capecitabine,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,vLess-DILI-concern,1
Capmatinib hydrochloride,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,vLess-DILI-concern,1
Fenofibric acid,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,vLess-DILI-concern,1
Fenofibrate,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,vLess-DILI-concern,1
Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,vLess-DILI-concern,1
Captopril,CC(CS)C(=O)N1CCCC1C(=O)O,vLess-DILI-concern,1
Carbenicillin disodium,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,vLess-DILI-concern,1
Famotidine,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,vLess-DILI-concern,1
Ezetimibe,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,vLess-DILI-concern,1
Carboplatin,O=C(O)C1(C(=O)O)CCC1,vLess-DILI-concern,1
Everolimus,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,vLess-DILI-concern,1
Ethionamide,CCc1cc(C(N)=S)ccn1,vLess-DILI-concern,1
Flavoxate hydrochloride,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,vLess-DILI-concern,1
Carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,vLess-DILI-concern,1
Eszopiclone,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,vLess-DILI-concern,1
Cefaclor,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,vLess-DILI-concern,1
Estradiol valerate,CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,vLess-DILI-concern,1
Cefadroxil hemihydrate,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,vLess-DILI-concern,1
Esomeprazole sodium,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,vLess-DILI-concern,1
Cefazolin sodium,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,vLess-DILI-concern,1
Escitalopram oxalate,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,vLess-DILI-concern,1
Cefdinir,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,vLess-DILI-concern,1
Cefditoren pivoxil,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,vLess-DILI-concern,1
Cefepime hydrochloride,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,vLess-DILI-concern,1
Finasteride,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,vLess-DILI-concern,1
Flecainide acetate,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,vLess-DILI-concern,1
Cefoperazone sodium,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,vLess-DILI-concern,1
Gabapentin,NCC1(CC(=O)O)CCCCC1,vLess-DILI-concern,1
Hydralazine hydrochloride,NNc1nncc2ccccc12,vLess-DILI-concern,1
Heparin sodium,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,vLess-DILI-concern,1
Haloperidol lactate,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,vLess-DILI-concern,1
